Gender,Country,Occupation,Self_employed,Family_history,Treatment,Days_Indoors,Growing_Stress,Changes_Habits,Mental_Health_History,Mood_Swings,Coping_Struggles,Work_Interest,Social_Weakness,Mental_health_interview,Care_options
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,Canada,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United Kingdom,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,Sweden,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,Sweden,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,TRUE,TRUE
Female,United States,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United Kingdom,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United Kingdom,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,TRUE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,Canada,Corporate,TRUE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,Australia,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,New Zealand,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,Canada,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United Kingdom,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,Australia,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,Netherlands,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,Australia,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United Kingdom,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,India,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,Canada,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,TRUE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United Kingdom,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,FALSE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,TRUE
Female,United Kingdom,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United Kingdom,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United Kingdom,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,Canada,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United Kingdom,Corporate,TRUE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,Canada,Corporate,TRUE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,TRUE
Female,United Kingdom,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,Canada,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United States,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,FALSE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,Canada,Corporate,TRUE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United Kingdom,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,United Kingdom,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,TRUE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,Belgium,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,NOT SURE
Female,Ireland,Corporate,FALSE,FALSE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United Kingdom,Corporate,FALSE,FALSE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,Ireland,Corporate,FALSE,TRUE,FALSE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,TRUE
Female,United Kingdom,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,MAYBE,TRUE
Female,United States,Corporate,FALSE,TRUE,TRUE,7,TRUE,FALSE,TRUE,Medium,FALSE,FALSE,TRUE,FALSE,FALSE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,MAYBE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,Poland,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,MAYBE,NOT SURE
Female,Australia,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,Canada,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United Kingdom,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,MAYBE,FALSE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,South Africa,Student,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,Canada,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United Kingdom,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,Sweden,Student,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,Sweden,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,TRUE,TRUE
Female,United States,Student,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United Kingdom,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United Kingdom,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,MAYBE,NOT SURE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,Canada,Student,TRUE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,Australia,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,New Zealand,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,Canada,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,MAYBE,NOT SURE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,NOT SURE
Female,United States,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,United Kingdom,Student,FALSE,FALSE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,Australia,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,TRUE
Female,Netherlands,Student,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,Australia,Student,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
Female,United States,Student,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,Medium,TRUE,MAYBE,FALSE,FALSE,FALSE
